symbol,mode,signal,entry,exit,days_held,entry_px,exit_px,ret_pct,pnl_eur,reason
AAL,复利,2016-08-11,2016-08-15,2016-08-22,5,35.87,36.0,0.362,36.24,收盘价低于 SMA5
AAL,复利,2016-09-30,2016-10-04,2016-10-07,3,37.63,37.73,0.266,26.67,收盘价低于 SMA5
AAL,复利,2017-02-13,2017-02-15,2017-02-17,2,47.54,46.5892,-2.0,-201.26,t4 日内止损
AAL,复利,2017-04-17,2017-04-19,2017-04-27,6,44.4,43.98,-0.946,-93.29,收盘价低于入场价
AAL,复利,2017-05-22,2017-05-24,2017-06-09,11,46.77,50.27,7.483,731.01,收盘价低于 SMA5
AAL,复利,2017-09-20,2017-09-22,2017-09-27,3,47.06,46.85,-0.446,-46.85,收盘价低于入场价
AAL,复利,2018-02-21,2018-02-23,2018-03-01,4,53.39,53.48,0.169,17.62,收盘价低于 SMA5
AAL,复利,2018-03-09,2018-03-13,2018-03-15,2,56.23,55.1054,-2.0,-209.4,t4 日内止损
AAL,复利,2018-07-13,2018-07-17,2018-07-24,5,37.38,37.45,0.187,19.21,收盘价低于 SMA5
AAL,复利,2018-11-13,2018-11-15,2018-11-16,1,37.82,37.0636,-2.0,-205.6,t3 日内止损
AAL,复利,2018-11-21,2018-11-26,2018-12-04,6,38.1,36.69,-3.701,-372.83,收盘价低于入场价
AAL,复利,2019-01-16,2019-01-18,2019-01-22,1,33.97,33.2906,-2.0,-194.03,t3 日内止损
AAL,复利,2019-03-27,2019-03-29,2019-04-09,7,31.76,33.31,4.88,464.0,收盘价低于 SMA5
AAL,复利,2019-04-10,2019-04-12,2019-04-15,1,34.69,33.9962,-2.0,-199.43,t3 日内止损
AAL,复利,2019-04-29,2019-05-01,2019-05-07,4,33.91,33.91,0.0,0.0,收盘价低于 SMA5
AAL,复利,2019-06-27,2019-07-01,2019-07-02,1,32.88,32.2224,-2.0,-195.44,t3 日内止损
AAL,复利,2019-07-12,2019-07-16,2019-07-17,1,34.22,33.5356,-2.0,-191.53,t3 日内止损
AAL,复利,2019-09-09,2019-09-11,2019-09-16,3,29.76,27.77,-6.687,-627.56,收盘价低于入场价
AAL,复利,2019-10-04,2019-10-08,2019-10-30,16,26.26,30.29,15.347,1343.98,收盘价低于 SMA5
AAL,复利,2020-09-14,2020-09-16,2020-09-17,1,13.8,13.5,-2.174,-219.6,t3 日内止损
AAL,复利,2020-10-01,2020-10-05,2020-10-06,1,13.12,12.8576,-2.0,-197.64,t3 日内止损
AAL,复利,2020-12-08,2020-12-10,2020-12-11,1,17.99,17.6302,-2.0,-193.69,t3 日内止损
AAL,复利,2021-05-13,2021-05-17,2021-05-19,2,23.35,22.883,-2.0,-189.81,t4 日内止损
AAL,复利,2021-05-27,2021-06-01,2021-06-04,3,24.67,24.3,-1.5,-139.49,收盘价低于入场价
AAL,复利,2021-09-24,2021-09-28,2021-09-29,1,21.43,21.0014,-2.0,-183.23,t3 日内止损
AAL,复利,2021-12-20,2021-12-22,2021-12-27,2,18.26,17.66,-3.286,-295.01,t4 日内止损
AAL,复利,2022-04-11,2022-04-13,2022-04-18,2,18.95,18.571,-2.0,-173.66,t4 日内止损
AAL,复利,2023-02-28,2023-03-02,2023-03-09,5,16.12,15.88,-1.489,-126.69,收盘价低于入场价
AAL,复利,2023-04-17,2023-04-19,2023-04-20,1,13.63,13.3574,-2.0,-167.65,t3 日内止损
AAL,复利,2023-11-02,2023-11-06,2023-11-09,3,11.66,11.75,0.772,63.41,收盘价低于 SMA5
AAL,复利,2023-12-12,2023-12-14,2023-12-18,2,14.59,14.2982,-2.0,-165.57,t4 日内止损
AAL,复利,2024-05-02,2024-05-06,2024-05-07,1,14.65,14.357,-2.0,-162.26,t3 日内止损
AAL,复利,2024-08-13,2024-08-15,2024-08-22,5,10.09,10.14,0.496,39.4,收盘价低于 SMA5
AAL,复利,2024-08-29,2024-09-03,2024-09-11,6,10.6,10.77,1.604,128.14,收盘价低于 SMA5
AAL,复利,2024-12-23,2024-12-26,2025-01-02,4,17.35,17.0,-2.017,-163.77,收盘价低于入场价
AAL,复利,2025-08-04,2025-08-06,2025-08-11,3,11.74,11.58,-1.363,-108.41,收盘价低于入场价
AAL,复利,2025-10-29,2025-10-31,2025-11-04,2,13.13,12.8674,-2.0,-156.92,t4 日内止损
AAL,复利,2025-12-02,2025-12-04,2025-12-12,6,14.34,14.96,4.324,332.44,收盘价低于 SMA5
AAL,复利,2025-12-15,2025-12-17,2025-12-23,4,15.51,15.6,0.58,46.55,收盘价低于 SMA5
AAL,复利,2026-01-05,2026-01-07,2026-01-09,2,15.99,15.6702,-2.0,-161.36,t4 日内止损
AAL,复利,2026-02-03,2026-02-05,2026-02-11,4,14.16,14.35,1.342,106.09,收盘价低于 SMA5
AAL,复利,2026-06-12,2026-06-16,2026-07-02,11,15.71,17.92,14.067,1127.2,收盘价低于 SMA5
AAL,固定仓位,2016-08-11,2016-08-15,2016-08-22,5,35.87,36.0,0.362,36.24,收盘价低于 SMA5
AAL,固定仓位,2016-09-30,2016-10-04,2016-10-07,3,37.63,37.73,0.266,26.57,收盘价低于 SMA5
AAL,固定仓位,2017-02-13,2017-02-15,2017-02-17,2,47.54,46.5892,-2.0,-200.0,t4 日内止损
AAL,固定仓位,2017-04-17,2017-04-19,2017-04-27,6,44.4,43.98,-0.946,-94.6,收盘价低于入场价
